# QE calc. on wo3_monoclinic
# Vol(Ang^3)   Energy (eV)
1.793056785119337349e+02 -1.392191698144734437e+04
1.882709624375304713e+02 -1.392503043560696096e+04
1.972362463631272647e+02 -1.392697674357969481e+04
2.062015302887239159e+02 -1.392799734353905478e+04
2.151668142143203681e+02 -1.392828283136470964e+04
2.241320981399169625e+02 -1.392798463541461751e+04
2.330973820655139264e+02 -1.392722372852169246e+04
2.420626659911104923e+02 -1.392609697777021393e+04
2.510279499167074562e+02 -1.392468260405184446e+04
2.599932338423037663e+02 -1.392304369247020259e+04
2.689585177679009007e+02 -1.392123150219752461e+04
