# QE calc. on pbs
# Vol(Ang^3)   Energy (eV)
4.326978195680428030e+01 -2.557056070733402521e+03
4.543327105464446447e+01 -2.557348647940895717e+03
4.759676015248466285e+01 -2.557513800224250645e+03
4.976024925032490387e+01 -2.557590189789778378e+03
5.192373834816508094e+01 -2.557606477299647850e+03
5.408722744600530064e+01 -2.557583075237409503e+03
5.625071654384552744e+01 -2.557533730386021944e+03
5.841420564168571161e+01 -2.557467461142324737e+03
6.057769473952593842e+01 -2.557390438095780610e+03
6.274118383736610838e+01 -2.557306492065010843e+03
6.490467293520637782e+01 -2.557218278064738570e+03
