# QE calc. on diamond
# Vol(Ang^3)   Energy (eV)
9.076937052599999944e+00 -3.114334560812123414e+02
9.530783905230002517e+00 -3.117696863349304977e+02
9.984630757859999761e+00 -3.120005541103211613e+02
1.043847761049000766e+01 -3.121446519935812489e+02
1.089232446312000313e+01 -3.122170722345441618e+02
1.134617131575000037e+01 -3.122301822711198156e+02
1.180001816837999762e+01 -3.121941320855470394e+02
1.225386502100999842e+01 -3.121173808807280921e+02
1.270771187364000099e+01 -3.120069519148386803e+02
1.316155872626999290e+01 -3.118687320986643385e+02
1.361540557890000436e+01 -3.117076669651656289e+02
