# QE calc. on graphite
# Vol(Ang^3)   Energy (eV)
3.664253916143335488e+01 -6.221444329136791112e+02
3.847466611950500948e+01 -6.231591794322557689e+02
4.030679307757666407e+01 -6.238494061161610489e+02
4.213892003564833999e+01 -6.242770638985290361e+02
4.397104699371999459e+01 -6.244935378042532648e+02
4.580317395179169182e+01 -6.245409200345799263e+02
4.763530090986334642e+01 -6.244533848222781671e+02
4.946742786793497260e+01 -6.242587490045044660e+02
5.129955482600666983e+01 -6.239795037424222528e+02
5.313168178407833153e+01 -6.236338524994390582e+02
5.496380874215004297e+01 -6.232367720130638418e+02
