# QE calc. on tio2_rutile
# Vol(Ang^3)   Energy (eV)
5.079163906206721890e+01 -5.001015708244103735e+03
5.333122101517056279e+01 -5.003785120850149724e+03
5.587080296827393511e+01 -5.005437219340528827e+03
5.841038492137728610e+01 -5.006335557871896526e+03
6.094996687448062289e+01 -5.006722718992510636e+03
6.348954882758402363e+01 -5.006761356300404259e+03
6.602913078068733910e+01 -5.006561560115795146e+03
6.856871273379073273e+01 -5.006198768558171651e+03
7.110829468689404109e+01 -5.005725462590914503e+03
7.364787663999742051e+01 -5.005178717996652267e+03
7.618745859310078572e+01 -5.004585115535431214e+03
