# QE calc. on gan
# Vol(Ang^3)   Energy (eV)
1.878437562752198531e+01 -5.920087613813824646e+03
1.972359440889807303e+01 -5.920428919262748423e+03
2.066281319027418206e+01 -5.920652169075168786e+03
2.160203197165027689e+01 -5.920781534170976556e+03
2.254125075302637171e+01 -5.920836319938568522e+03
2.348046953440248075e+01 -5.920831974280565191e+03
2.441968831577856491e+01 -5.920780907084635146e+03
2.535890709715467395e+01 -5.920693106017112768e+03
2.629812587853076877e+01 -5.920576658573397253e+03
2.723734465990686360e+01 -5.920438103785087151e+03
2.817656344128298684e+01 -5.920282801750578074e+03
