# QE calc. on cdse
# Vol(Ang^3)   Energy (eV)
9.591469509274006100e+01 -4.295566699328716822e+03
1.007104298473770001e+02 -4.295868758070804688e+03
1.055061646020140671e+02 -4.296047087602853026e+03
1.103018993566510346e+02 -4.296128637399159743e+03
1.150976341112880021e+02 -4.296134245121146705e+03
1.198933688659250834e+02 -4.296080221408360558e+03
1.246891036205620082e+02 -4.295979390441788382e+03
1.294848383751989331e+02 -4.295841957034607731e+03
1.342805731298359717e+02 -4.295676087459173687e+03
1.390763078844728966e+02 -4.295488200880939985e+03
1.438720426391101341e+02 -4.295283371678769981e+03
